Index,Source,Target,Weight,Is_directed
1155,"Gyrinus","Polypedilum",1,1
1156,"Gyrinus","Sphaeriidae",1,1
1157,"Gyrinus","Campeloma decisum",1,1
1158,"Gyrinus","Paratendipes",1,1
1159,"Gyrinus","Bivalvia",1,1
1160,"Gyrinus","Xenochironomus",1,1
1161,"Gyrinus","Microtendipes",1,1
1162,"Gyrinus","Glyptotendipes",1,1
1163,"Gyrinus","Endochironomus",1,1
1164,"Gyrinus","Cryptochironomus",1,1
1165,"Gyrinus","Cladopelma",1,1
1166,"Gyrinus","Chironomus",1,1
1167,"Neuroptera Climacia","Amphipoda Crangonyx gracilis",1,1
1168,"Neuroptera Climacia","Stenochironomus",1,1
1169,"Neuroptera Climacia","Pseudochironomus",1,1
1170,"Neuroptera Climacia","Polypedilum",1,1
1171,"Neuroptera Climacia","Sphaeriidae",1,1
1172,"Neuroptera Climacia","Campeloma decisum",1,1
1173,"Neuroptera Climacia","Paratendipes",1,1
1174,"Neuroptera Climacia","Bivalvia",1,1
1175,"Neuroptera Climacia","Xenochironomus",1,1
1176,"Neuroptera Climacia","Microtendipes",1,1
1177,"Neuroptera Climacia","Glyptotendipes",1,1
1178,"Neuroptera Climacia","Endochironomus",1,1
1179,"Neuroptera Climacia","Cryptochironomus",1,1
1180,"Neuroptera Climacia","Chironomus",1,1
1181,"Enallagma","Amphipoda Crangonyx gracilis",1,1
1182,"Enallagma","Polypedilum",1,1
1183,"Enallagma","Sphaeriidae",1,1
1184,"Enallagma","Campeloma decisum",1,1
1185,"Enallagma","Paratendipes",1,1
1186,"Enallagma","Bivalvia",1,1
1187,"Enallagma","Xenochironomus",1,1
1188,"Enallagma","Microtendipes",1,1
1189,"Enallagma","Glyptotendipes",1,1
1190,"Enallagma","Endochironomus",1,1
1191,"Enallagma","Cryptochironomus",1,1
1192,"Enallagma","Chironomus",1,1
1193,"Enallagma","Sympetrum",1,1
1194,"Enallagma","Libellula",1,1
1195,"Enallagma","Anisoptera epitheca",1,1
1196,"Enallagma","Polycentropus",1,1
1197,"Enallagma","Molanna",1,1
1198,"Enallagma","Banksiola",1,1
1199,"Enallagma","Agrypnia",1,1
1200,"Enallagma","Limnephilus",1,1
1201,"Enallagma","Mystacides",1,1
1202,"Enallagma","Oecetis",1,1
1203,"Enallagma","Caenis",1,1
1204,"Enallagma","Leptophlebia",1,1
1205,"Enallagma","Hydroporus",1,1
1206,"Enallagma","Hemiptera Gerris",1,1
1207,"Enallagma","Harpacticoid copepodids",1,1
1208,"Enallagma","Harpacticoid copepods",1,1
1209,"Enallagma","Microcyclops rubellus",1,1
1210,"Enallagma","Acanthocyclops",1,1
1211,"Enallagma","Eucyclops serrulatus",1,1
1212,"Enallagma","Macrocyclops albidus",1,1
1213,"Enallagma","Sida crystallina",1,1
1214,"Enallagma","Scapholeberis kingi",1,1
1215,"Sympetrum","Amphipoda Crangonyx gracilis",1,1
1216,"Sympetrum","Polypedilum",1,1
1217,"Sympetrum","Sphaeriidae",1,1
1218,"Sympetrum","Campeloma decisum",1,1
1219,"Sympetrum","Paratendipes",1,1
1220,"Sympetrum","Bivalvia",1,1
1221,"Sympetrum","Xenochironomus",1,1
1222,"Sympetrum","Microtendipes",1,1
1223,"Sympetrum","Glyptotendipes",1,1
1224,"Sympetrum","Endochironomus",1,1
1225,"Sympetrum","Cryptochironomus",1,1
1226,"Sympetrum","Chironomus",1,1
1227,"Sympetrum","Limnephilus",1,1
1228,"Sympetrum","Mystacides",1,1
1229,"Sympetrum","Oecetis",1,1
1230,"Sympetrum","Caenis",1,1
1231,"Sympetrum","Macrocyclops albidus",1,1
1232,"Sympetrum","Sida crystallina",1,1
1233,"Sympetrum","Scapholeberis kingi",1,1
1234,"Libellula","Amphipoda Crangonyx gracilis",1,1
1235,"Libellula","Polypedilum",1,1
1236,"Libellula","Campeloma decisum",1,1
1237,"Libellula","Paratendipes",1,1
1238,"Libellula","Bivalvia",1,1
1239,"Libellula","Xenochironomus",1,1
1240,"Libellula","Microtendipes",1,1
1241,"Libellula","Glyptotendipes",1,1
1242,"Libellula","Endochironomus",1,1
1243,"Libellula","Cryptochironomus",1,1
1244,"Libellula","Chironomus",1,1
1245,"Libellula","Limnephilus",1,1
1246,"Libellula","Mystacides",1,1
1247,"Libellula","Oecetis",1,1
1248,"Libellula","Caenis",1,1
1249,"Libellula","Alona intermedia",1,1
1250,"Libellula","Alona rustica",1,1
1251,"Libellula","Macrocyclops albidus",1,1
1252,"Libellula","Sida crystallina",1,1
1253,"Libellula","Scapholeberis kingi",1,1
1254,"Anisoptera epitheca","Amphipoda Crangonyx gracilis",1,1
1255,"Anisoptera epitheca","Polypedilum",1,1
1256,"Anisoptera epitheca","Sphaeriidae",1,1
1257,"Anisoptera epitheca","Campeloma decisum",1,1
1258,"Anisoptera epitheca","Paratendipes",1,1
1259,"Anisoptera epitheca","Bivalvia",1,1
1260,"Anisoptera epitheca","Xenochironomus",1,1
1261,"Anisoptera epitheca","Microtendipes",1,1
1262,"Anisoptera epitheca","Glyptotendipes",1,1
1263,"Anisoptera epitheca","Endochironomus",1,1
1264,"Anisoptera epitheca","Cryptochironomus",1,1
1265,"Anisoptera epitheca","Chironomus",1,1
1266,"Anisoptera epitheca","Limnephilus",1,1
1267,"Anisoptera epitheca","Mystacides",1,1
1268,"Anisoptera epitheca","Oecetis",1,1
1269,"Anisoptera epitheca","Caenis",1,1
1270,"Anisoptera epitheca","Alona intermedia",1,1
1271,"Anisoptera epitheca","Alona rustica",1,1
1272,"Anisoptera epitheca","Macrocyclops albidus",1,1
1273,"Anisoptera epitheca","Sida crystallina",1,1
1274,"Anisoptera epitheca","Scapholeberis kingi",1,1
1275,"Polycentropus","Amphipoda Crangonyx gracilis",1,1
1276,"Polycentropus","Polypedilum",1,1
1277,"Polycentropus","Campeloma decisum",1,1
1278,"Polycentropus","Paratendipes",1,1
1279,"Polycentropus","Bivalvia",1,1
1280,"Polycentropus","Xenochironomus",1,1
1281,"Polycentropus","Microtendipes",1,1
1282,"Polycentropus","Glyptotendipes",1,1
1283,"Polycentropus","Endochironomus",1,1
1284,"Polycentropus","Cryptochironomus",1,1
1285,"Polycentropus","Chironomus",1,1
1286,"Polycentropus","Limnephilus",1,1
1287,"Polycentropus","Mystacides",1,1
1288,"Polycentropus","Oecetis",1,1
1289,"Polycentropus","Caenis",1,1
1290,"Polycentropus","Macrocyclops albidus",1,1
1291,"Polycentropus","Sida crystallina",1,1
1292,"Polycentropus","Scapholeberis kingi",1,1
1293,"Molanna","Amphipoda Crangonyx gracilis",1,1
1294,"Molanna","Stenochironomus",1,1
1295,"Molanna","Annelida Hirudinea",1,1
1296,"Molanna","Pseudochironomus",1,1
1297,"Molanna","Annelida Oligochaete",1,1
1298,"Molanna","Sphaeriidae",1,1
1299,"Molanna","Campeloma decisum",1,1
1300,"Molanna","Trichocerca cylindrica",1,1
1301,"Banksiola","Amphipoda Crangonyx gracilis",1,1
1302,"Banksiola","Stenochironomus",1,1
1303,"Banksiola","Annelida Hirudinea",1,1
1304,"Banksiola","Pseudochironomus",1,1
1305,"Banksiola","Sphaeriidae",1,1
1306,"Banksiola","Campeloma decisum",1,1
1307,"Banksiola","Trichocerca cylindrica",1,1
1308,"Agrypnia","Turbellaria Tricladida",1,1
1309,"Agrypnia","Stenochironomus",1,1
1310,"Agrypnia","Annelida Hirudinea",1,1
1311,"Agrypnia","Annelida Oligochaete",1,1
1312,"Agrypnia","Campeloma decisum",1,1
1313,"Agrypnia","Trichocerca cylindrica",1,1
1314,"Limnephilus","Turbellaria Tricladida",1,1
1315,"Limnephilus","Annelida Hirudinea",1,1
1316,"Limnephilus","Annelida Oligochaete",1,1
1317,"Limnephilus","Trichocerca cylindrica",1,1
1318,"Mystacides","Turbellaria Tricladida",1,1
1319,"Mystacides","Annelida Hirudinea",1,1
1320,"Mystacides","Annelida Oligochaete",1,1
1321,"Mystacides","Trichocerca cylindrica",1,1
1322,"Oecetis","Turbellaria Tricladida",1,1
1323,"Oecetis","Annelida Hirudinea",1,1
1324,"Oecetis","Annelida Oligochaete",1,1
1325,"Oecetis","Trichocerca cylindrica",1,1
1326,"Caenis","Turbellaria Tricladida",1,1
1327,"Caenis","Stenochironomus",1,1
1328,"Caenis","Annelida Hirudinea",1,1
1329,"Caenis","Pseudochironomus",1,1
1330,"Caenis","Annelida Oligochaete",1,1
1331,"Caenis","Polypedilum",1,1
1332,"Caenis","Campeloma decisum",1,1
1333,"Caenis","Trichocerca cylindrica",1,1
1334,"Leptophlebia","Amphipoda Crangonyx gracilis",1,1
1335,"Leptophlebia","Turbellaria Tricladida",1,1
1336,"Leptophlebia","Stenochironomus",1,1
1337,"Leptophlebia","Annelida Hirudinea",1,1
1338,"Leptophlebia","Pseudochironomus",1,1
1339,"Leptophlebia","Annelida Oligochaete",1,1
1340,"Leptophlebia","Sphaeriidae",1,1
1341,"Leptophlebia","Campeloma decisum",1,1
1342,"Leptophlebia","Keratella crassa",1,1
1343,"Leptophlebia","Keratella taurocephala",1,1
1344,"Leptophlebia","Limnephilus",1,1
1345,"Leptophlebia","Mystacides",1,1
1346,"Leptophlebia","Oecetis",1,1
1347,"Leptophlebia","Trichocerca cylindrica",1,1
1348,"Leptophlebia","Kellicottia longispina",1,1
1349,"Leptophlebia","Hydroporus",1,1
1350,"Leptophlebia","Hemiptera Gerris",1,1
1351,"Leptophlebia","Harpacticoid copepodids",1,1
1352,"Leptophlebia","Harpacticoid copepods",1,1
1353,"Leptophlebia","Microcyclops rubellus",1,1
1354,"Leptophlebia","Acanthocyclops",1,1
1355,"Leptophlebia","Eucyclops serrulatus",1,1
1356,"Leptophlebia","Macrocyclops albidus",1,1
1357,"Leptophlebia","Sida crystallina",1,1
1358,"Leptophlebia","Scapholeberis kingi",1,1
1359,"Hydroporus","Amphipoda Crangonyx gracilis",1,1
1360,"Hydroporus","Turbellaria Tricladida",1,1
1361,"Hydroporus","Stenochironomus",1,1
1362,"Hydroporus","Pseudochironomus",1,1
1363,"Hydroporus","Annelida Oligochaete",1,1
1364,"Hydroporus","Sphaeriidae",1,1
1365,"Hydroporus","Campeloma decisum",1,1
1366,"Hydroporus","Keratella crassa",1,1
1367,"Hydroporus","Keratella taurocephala",1,1
1368,"Hydroporus","Limnephilus",1,1
1369,"Hydroporus","Mystacides",1,1
1370,"Hydroporus","Oecetis",1,1
1371,"Hydroporus","Caenis",1,1
1372,"Hydroporus","Trichocerca cylindrica",1,1
1373,"Hydroporus","Kellicottia longispina",1,1
1374,"Hydroporus","Hydroporus",1,1
1375,"Hydroporus","Hemiptera Gerris",1,1
1376,"Hydroporus","Harpacticoid copepodids",1,1
1377,"Hydroporus","Harpacticoid copepods",1,1
1378,"Hydroporus","Microcyclops rubellus",1,1
1379,"Hydroporus","Acanthocyclops",1,1
1380,"Hydroporus","Eucyclops serrulatus",1,1
1381,"Hydroporus","Conochiloides",1,1
1382,"Hemiptera Gerris","Amphipoda Crangonyx gracilis",1,1
1383,"Hemiptera Gerris","Turbellaria Tricladida",1,1
1384,"Hemiptera Gerris","Stenochironomus",1,1
1385,"Hemiptera Gerris","Pseudochironomus",1,1
1386,"Hemiptera Gerris","Annelida Oligochaete",1,1
1387,"Hemiptera Gerris","Polypedilum",1,1
1388,"Hemiptera Gerris","Sphaeriidae",1,1
1389,"Hemiptera Gerris","Campeloma decisum",1,1
1390,"Hemiptera Gerris","Keratella crassa",1,1
1391,"Hemiptera Gerris","Keratella taurocephala",1,1
1392,"Hemiptera Gerris","Limnephilus",1,1
1393,"Hemiptera Gerris","Mystacides",1,1
1394,"Hemiptera Gerris","Oecetis",1,1
1395,"Hemiptera Gerris","Caenis",1,1
1396,"Hemiptera Gerris","Trichocerca cylindrica",1,1
1397,"Hemiptera Gerris","Kellicottia longispina",1,1
1398,"Hemiptera Gerris","Hydroporus",1,1
1399,"Hemiptera Gerris","Hemiptera Gerris",1,1
1400,"Hemiptera Gerris","Harpacticoid copepodids",1,1
1401,"Hemiptera Gerris","Harpacticoid copepods",1,1
1402,"Hemiptera Gerris","Microcyclops rubellus",1,1
1403,"Hemiptera Gerris","Acanthocyclops",1,1
1404,"Hemiptera Gerris","Eucyclops serrulatus",1,1
1405,"Hemiptera Gerris","Conochiloides",1,1
1406,"Harpacticoid copepodids","Amphipoda Crangonyx gracilis",1,1
1407,"Harpacticoid copepodids","Turbellaria Tricladida",1,1
1408,"Harpacticoid copepodids","Stenochironomus",1,1
1409,"Harpacticoid copepodids","Pseudochironomus",1,1
1410,"Harpacticoid copepodids","Annelida Oligochaete",1,1
1411,"Harpacticoid copepodids","Polypedilum",1,1
1412,"Harpacticoid copepodids","Sphaeriidae",1,1
1413,"Harpacticoid copepodids","Campeloma decisum",1,1
1414,"Harpacticoid copepodids","Keratella crassa",1,1
1415,"Harpacticoid copepodids","Keratella taurocephala",1,1
1416,"Harpacticoid copepodids","Limnephilus",1,1
1417,"Harpacticoid copepodids","Mystacides",1,1
1418,"Harpacticoid copepodids","Oecetis",1,1
1419,"Harpacticoid copepodids","Caenis",1,1
1420,"Harpacticoid copepodids","Trichocerca cylindrica",1,1
1421,"Harpacticoid copepodids","Kellicottia longispina",1,1
1422,"Harpacticoid copepodids","Hydroporus",1,1
1423,"Harpacticoid copepodids","Hemiptera Gerris",1,1
1424,"Harpacticoid copepodids","Harpacticoid copepodids",1,1
1425,"Harpacticoid copepodids","Harpacticoid copepods",1,1
1426,"Harpacticoid copepodids","Microcyclops rubellus",1,1
1427,"Harpacticoid copepodids","Acanthocyclops",1,1
1428,"Harpacticoid copepodids","Eucyclops serrulatus",1,1
1429,"Harpacticoid copepodids","Conochiloides",1,1
1430,"Harpacticoid copepods","Amphipoda Crangonyx gracilis",1,1
1431,"Harpacticoid copepods","Turbellaria Tricladida",1,1
1432,"Harpacticoid copepods","Stenochironomus",1,1
1433,"Harpacticoid copepods","Pseudochironomus",1,1
1434,"Harpacticoid copepods","Annelida Oligochaete",1,1
1435,"Harpacticoid copepods","Polypedilum",1,1
1436,"Harpacticoid copepods","Sphaeriidae",1,1
1437,"Harpacticoid copepods","Campeloma decisum",1,1
1438,"Harpacticoid copepods","Keratella crassa",1,1
1439,"Harpacticoid copepods","Keratella taurocephala",1,1
1440,"Harpacticoid copepods","Limnephilus",1,1
1441,"Harpacticoid copepods","Mystacides",1,1
1442,"Harpacticoid copepods","Oecetis",1,1
1443,"Harpacticoid copepods","Caenis",1,1
1444,"Harpacticoid copepods","Trichocerca cylindrica",1,1
1445,"Harpacticoid copepods","Kellicottia longispina",1,1
1446,"Harpacticoid copepods","Hydroporus",1,1
1447,"Harpacticoid copepods","Hemiptera Gerris",1,1
1448,"Harpacticoid copepods","Harpacticoid copepodids",1,1
1449,"Harpacticoid copepods","Harpacticoid copepods",1,1
1450,"Harpacticoid copepods","Microcyclops rubellus",1,1
1451,"Harpacticoid copepods","Acanthocyclops",1,1
1452,"Harpacticoid copepods","Eucyclops serrulatus",1,1
1453,"Harpacticoid copepods","Conochiloides",1,1
1454,"Microcyclops rubellus","Amphipoda Crangonyx gracilis",1,1
1455,"Microcyclops rubellus","Turbellaria Tricladida",1,1
1456,"Microcyclops rubellus","Stenochironomus",1,1
1457,"Microcyclops rubellus","Pseudochironomus",1,1
1458,"Microcyclops rubellus","Annelida Oligochaete",1,1
1459,"Microcyclops rubellus","Polypedilum",1,1
1460,"Microcyclops rubellus","Sphaeriidae",1,1
1461,"Microcyclops rubellus","Campeloma decisum",1,1
1462,"Microcyclops rubellus","Keratella crassa",1,1
1463,"Microcyclops rubellus","Keratella taurocephala",1,1
1464,"Microcyclops rubellus","Limnephilus",1,1
1465,"Microcyclops rubellus","Mystacides",1,1
1466,"Microcyclops rubellus","Oecetis",1,1
1467,"Microcyclops rubellus","Caenis",1,1
1468,"Microcyclops rubellus","Trichocerca cylindrica",1,1
1469,"Microcyclops rubellus","Kellicottia longispina",1,1
1470,"Microcyclops rubellus","Hydroporus",1,1
1471,"Microcyclops rubellus","Hemiptera Gerris",1,1
1472,"Microcyclops rubellus","Harpacticoid copepodids",1,1
1473,"Microcyclops rubellus","Harpacticoid copepods",1,1
1474,"Microcyclops rubellus","Microcyclops rubellus",1,1
1475,"Microcyclops rubellus","Acanthocyclops",1,1
1476,"Microcyclops rubellus","Eucyclops serrulatus",1,1
1477,"Microcyclops rubellus","Conochiloides",1,1
1478,"Acanthocyclops","Amphipoda Crangonyx gracilis",1,1
1479,"Acanthocyclops","Turbellaria Tricladida",1,1
1480,"Acanthocyclops","Stenochironomus",1,1
1481,"Acanthocyclops","Pseudochironomus",1,1
1482,"Acanthocyclops","Annelida Oligochaete",1,1
1483,"Acanthocyclops","Polypedilum",1,1
1484,"Acanthocyclops","Sphaeriidae",1,1
1485,"Acanthocyclops","Campeloma decisum",1,1
1486,"Acanthocyclops","Keratella crassa",1,1
1487,"Acanthocyclops","Keratella taurocephala",1,1
1488,"Acanthocyclops","Limnephilus",1,1
1489,"Acanthocyclops","Mystacides",1,1
1490,"Acanthocyclops","Oecetis",1,1
1491,"Acanthocyclops","Caenis",1,1
1492,"Acanthocyclops","Trichocerca cylindrica",1,1
1493,"Acanthocyclops","Kellicottia longispina",1,1
1494,"Acanthocyclops","Hydroporus",1,1
1495,"Acanthocyclops","Hemiptera Gerris",1,1
1496,"Acanthocyclops","Harpacticoid copepodids",1,1
1497,"Acanthocyclops","Harpacticoid copepods",1,1
1498,"Acanthocyclops","Microcyclops rubellus",1,1
1499,"Acanthocyclops","Acanthocyclops",1,1
1500,"Acanthocyclops","Eucyclops serrulatus",1,1
1501,"Acanthocyclops","Conochiloides",1,1
1502,"Eucyclops serrulatus","Amphipoda Crangonyx gracilis",1,1
1503,"Eucyclops serrulatus","Turbellaria Tricladida",1,1
1504,"Eucyclops serrulatus","Stenochironomus",1,1
1505,"Eucyclops serrulatus","Pseudochironomus",1,1
1506,"Eucyclops serrulatus","Annelida Oligochaete",1,1
1507,"Eucyclops serrulatus","Polypedilum",1,1
1508,"Eucyclops serrulatus","Sphaeriidae",1,1
1509,"Eucyclops serrulatus","Campeloma decisum",1,1
1510,"Eucyclops serrulatus","Keratella crassa",1,1
1511,"Eucyclops serrulatus","Keratella taurocephala",1,1
1512,"Eucyclops serrulatus","Limnephilus",1,1
1513,"Eucyclops serrulatus","Mystacides",1,1
1514,"Eucyclops serrulatus","Oecetis",1,1
1515,"Eucyclops serrulatus","Caenis",1,1
1516,"Eucyclops serrulatus","Trichocerca cylindrica",1,1
1517,"Eucyclops serrulatus","Kellicottia longispina",1,1
1518,"Eucyclops serrulatus","Hydroporus",1,1
1519,"Eucyclops serrulatus","Hemiptera Gerris",1,1
1520,"Eucyclops serrulatus","Harpacticoid copepodids",1,1
1521,"Eucyclops serrulatus","Harpacticoid copepods",1,1
1522,"Eucyclops serrulatus","Microcyclops rubellus",1,1
1523,"Eucyclops serrulatus","Acanthocyclops",1,1
1524,"Eucyclops serrulatus","Eucyclops serrulatus",1,1
1525,"Eucyclops serrulatus","Conochiloides",1,1
1526,"Macrocyclops albidus","Amphipoda Crangonyx gracilis",1,1
1527,"Macrocyclops albidus","Turbellaria Tricladida",1,1
1528,"Macrocyclops albidus","Stenochironomus",1,1
1529,"Macrocyclops albidus","Pseudochironomus",1,1
1530,"Macrocyclops albidus","Annelida Oligochaete",1,1
1531,"Macrocyclops albidus","Polypedilum",1,1
1532,"Macrocyclops albidus","Campeloma decisum",1,1
1533,"Macrocyclops albidus","Keratella crassa",1,1
1534,"Macrocyclops albidus","Keratella taurocephala",1,1
1535,"Macrocyclops albidus","Limnephilus",1,1
1536,"Macrocyclops albidus","Mystacides",1,1
1537,"Macrocyclops albidus","Oecetis",1,1
1538,"Macrocyclops albidus","Caenis",1,1
1539,"Macrocyclops albidus","Trichocerca cylindrica",1,1
1540,"Macrocyclops albidus","Kellicottia longispina",1,1
1541,"Macrocyclops albidus","Hydroporus",1,1
1542,"Macrocyclops albidus","Hemiptera Gerris",1,1
1543,"Macrocyclops albidus","Harpacticoid copepodids",1,1
1544,"Macrocyclops albidus","Harpacticoid copepods",1,1
1545,"Macrocyclops albidus","Microcyclops rubellus",1,1
1546,"Macrocyclops albidus","Acanthocyclops",1,1
1547,"Macrocyclops albidus","Eucyclops serrulatus",1,1
1548,"Macrocyclops albidus","Conochiloides",1,1
1549,"Sida crystallina","Amphipoda Crangonyx gracilis",1,1
1550,"Sida crystallina","Turbellaria Tricladida",1,1
1551,"Sida crystallina","Stenochironomus",1,1
1552,"Sida crystallina","Pseudochironomus",1,1
1553,"Sida crystallina","Annelida Oligochaete",1,1
1554,"Sida crystallina","Polypedilum",1,1
1555,"Sida crystallina","Campeloma decisum",1,1
1556,"Sida crystallina","Keratella crassa",1,1
1557,"Sida crystallina","Keratella taurocephala",1,1
1558,"Sida crystallina","Limnephilus",1,1
1559,"Sida crystallina","Mystacides",1,1
1560,"Sida crystallina","Oecetis",1,1
1561,"Sida crystallina","Caenis",1,1
1562,"Sida crystallina","Trichocerca cylindrica",1,1
1563,"Sida crystallina","Kellicottia longispina",1,1
1564,"Sida crystallina","Hydroporus",1,1
1565,"Sida crystallina","Hemiptera Gerris",1,1
1566,"Sida crystallina","Harpacticoid copepodids",1,1
1567,"Sida crystallina","Harpacticoid copepods",1,1
1568,"Sida crystallina","Microcyclops rubellus",1,1
1569,"Sida crystallina","Acanthocyclops",1,1
1570,"Sida crystallina","Eucyclops serrulatus",1,1
1571,"Sida crystallina","Conochiloides",1,1
1572,"Scapholeberis kingi","Amphipoda Crangonyx gracilis",1,1
1573,"Scapholeberis kingi","Turbellaria Tricladida",1,1
1574,"Scapholeberis kingi","Stenochironomus",1,1
1575,"Scapholeberis kingi","Pseudochironomus",1,1
1576,"Scapholeberis kingi","Annelida Oligochaete",1,1
1577,"Scapholeberis kingi","Polypedilum",1,1
1578,"Scapholeberis kingi","Campeloma decisum",1,1
1579,"Scapholeberis kingi","Keratella crassa",1,1
1580,"Scapholeberis kingi","Keratella taurocephala",1,1
1581,"Scapholeberis kingi","Limnephilus",1,1
1582,"Scapholeberis kingi","Mystacides",1,1
1583,"Scapholeberis kingi","Oecetis",1,1
1584,"Scapholeberis kingi","Caenis",1,1
1585,"Scapholeberis kingi","Trichocerca cylindrica",1,1
1586,"Scapholeberis kingi","Kellicottia longispina",1,1
1587,"Scapholeberis kingi","Hydroporus",1,1
1588,"Scapholeberis kingi","Hemiptera Gerris",1,1
1589,"Scapholeberis kingi","Harpacticoid copepodids",1,1
1590,"Scapholeberis kingi","Harpacticoid copepods",1,1
1591,"Scapholeberis kingi","Microcyclops rubellus",1,1
1592,"Scapholeberis kingi","Acanthocyclops",1,1
1593,"Scapholeberis kingi","Eucyclops serrulatus",1,1
1594,"Scapholeberis kingi","Conochiloides",1,1
1595,"Ophryoxus gracilis","Amphipoda Crangonyx gracilis",1,1
1596,"Ophryoxus gracilis","Polypedilum",1,1
1597,"Ophryoxus gracilis","Sphaeriidae",1,1
1598,"Ophryoxus gracilis","Campeloma decisum",1,1
1599,"Ophryoxus gracilis","Paratendipes",1,1
1600,"Ophryoxus gracilis","Bivalvia",1,1
1601,"Ophryoxus gracilis","Xenochironomus",1,1
1602,"Ophryoxus gracilis","Microtendipes",1,1
1603,"Ophryoxus gracilis","Glyptotendipes",1,1
1604,"Ophryoxus gracilis","Endochironomus",1,1
1605,"Ophryoxus gracilis","Cryptochironomus",1,1
1606,"Ophryoxus gracilis","Chironomus",1,1
1607,"Ophryoxus gracilis","Sympetrum",1,1
1608,"Ophryoxus gracilis","Libellula",1,1
1609,"Ophryoxus gracilis","Anisoptera epitheca",1,1
1610,"Ophryoxus gracilis","Polycentropus",1,1
1611,"Ophryoxus gracilis","Molanna",1,1
1612,"Ophryoxus gracilis","Banksiola",1,1
1613,"Ophryoxus gracilis","Agrypnia",1,1
1614,"Ophryoxus gracilis","Limnephilus",1,1
1615,"Ophryoxus gracilis","Mystacides",1,1
1616,"Ophryoxus gracilis","Oecetis",1,1
1617,"Ophryoxus gracilis","Caenis",1,1
1618,"Ophryoxus gracilis","Leptophlebia",1,1
1619,"Ophryoxus gracilis","Hydroporus",1,1
1620,"Ophryoxus gracilis","Hemiptera Gerris",1,1
1621,"Ophryoxus gracilis","Harpacticoid copepodids",1,1
1622,"Ophryoxus gracilis","Harpacticoid copepods",1,1
1623,"Ophryoxus gracilis","Microcyclops rubellus",1,1
1624,"Ophryoxus gracilis","Acanthocyclops",1,1
1625,"Ophryoxus gracilis","Eucyclops serrulatus",1,1
1626,"Ophryoxus gracilis","Macrocyclops albidus",1,1
1627,"Ophryoxus gracilis","Sida crystallina",1,1
1628,"Ophryoxus gracilis","Scapholeberis kingi",1,1
1629,"Acantholeberis curvirostris","Amphipoda Crangonyx gracilis",1,1
1630,"Acantholeberis curvirostris","Polypedilum",1,1
1631,"Acantholeberis curvirostris","Campeloma decisum",1,1
1632,"Acantholeberis curvirostris","Paratendipes",1,1
1633,"Acantholeberis curvirostris","Bivalvia",1,1
1634,"Acantholeberis curvirostris","Xenochironomus",1,1
1635,"Acantholeberis curvirostris","Microtendipes",1,1
1636,"Acantholeberis curvirostris","Glyptotendipes",1,1
1637,"Acantholeberis curvirostris","Endochironomus",1,1
1638,"Acantholeberis curvirostris","Cryptochironomus",1,1
1639,"Acantholeberis curvirostris","Chironomus",1,1
1640,"Acantholeberis curvirostris","Sympetrum",1,1
1641,"Acantholeberis curvirostris","Libellula",1,1
1642,"Acantholeberis curvirostris","Anisoptera epitheca",1,1
1643,"Acantholeberis curvirostris","Polycentropus",1,1
1644,"Acantholeberis curvirostris","Molanna",1,1
1645,"Acantholeberis curvirostris","Banksiola",1,1
1646,"Acantholeberis curvirostris","Agrypnia",1,1
1647,"Acantholeberis curvirostris","Limnephilus",1,1
1648,"Acantholeberis curvirostris","Mystacides",1,1
1649,"Acantholeberis curvirostris","Oecetis",1,1
1650,"Acantholeberis curvirostris","Caenis",1,1
1651,"Acantholeberis curvirostris","Leptophlebia",1,1
1652,"Acantholeberis curvirostris","Hydroporus",1,1
1653,"Acantholeberis curvirostris","Hemiptera Gerris",1,1
1654,"Acantholeberis curvirostris","Harpacticoid copepodids",1,1
1655,"Acantholeberis curvirostris","Harpacticoid copepods",1,1
1656,"Acantholeberis curvirostris","Microcyclops rubellus",1,1
1657,"Acantholeberis curvirostris","Acanthocyclops",1,1
1658,"Acantholeberis curvirostris","Eucyclops serrulatus",1,1
1659,"Acantholeberis curvirostris","Macrocyclops albidus",1,1
1660,"Acantholeberis curvirostris","Sida crystallina",1,1
1661,"Acantholeberis curvirostris","Scapholeberis kingi",1,1
1662,"Chydorus sp2","Amphipoda Crangonyx gracilis",1,1
1663,"Chydorus sp2","Polypedilum",1,1
1664,"Chydorus sp2","Campeloma decisum",1,1
1665,"Chydorus sp2","Paratendipes",1,1
1666,"Chydorus sp2","Bivalvia",1,1
1667,"Chydorus sp2","Xenochironomus",1,1
1668,"Chydorus sp2","Microtendipes",1,1
1669,"Chydorus sp2","Glyptotendipes",1,1
1670,"Chydorus sp2","Endochironomus",1,1
1671,"Chydorus sp2","Cryptochironomus",1,1
1672,"Chydorus sp2","Chironomus",1,1
1673,"Chydorus sp2","Sympetrum",1,1
1674,"Chydorus sp2","Libellula",1,1
1675,"Chydorus sp2","Anisoptera epitheca",1,1
1676,"Chydorus sp2","Polycentropus",1,1
1677,"Chydorus sp2","Molanna",1,1
1678,"Chydorus sp2","Banksiola",1,1
1679,"Chydorus sp2","Agrypnia",1,1
1680,"Chydorus sp2","Limnephilus",1,1
1681,"Chydorus sp2","Mystacides",1,1
1682,"Chydorus sp2","Oecetis",1,1
1683,"Chydorus sp2","Caenis",1,1
1684,"Chydorus sp2","Leptophlebia",1,1
